"request_time","request_day","number_of_rides","platform","age_range"
"07","15/04/2021","1","android","35-44"
"07","15/04/2021","1","ios","35-44"
"07","15/06/2021","1","android","45-54"
"07","15/06/2021","1","ios","18-24"
"07","15/06/2021","1","ios","35-44"
"07","15/07/2021","1","ios","25-34"
"07","15/07/2021","1","ios","Unknown"
"07","15/08/2021","1","ios","18-24"
"07","15/08/2021","1","ios","Unknown"
"07","15/08/2021","1","web","25-34"
"07","15/09/2021","1","android","35-44"
"07","15/09/2021","1","android","Unknown"
"07","15/09/2021","1","ios","Unknown"
"07","15/10/2021","1","android","Unknown"
"07","15/10/2021","1","ios","Unknown"
"07","15/11/2021","1","android","18-24"
"07","15/11/2021","1","ios","25-34"
"07","15/11/2021","1","ios","35-44"
"07","15/11/2021","1","ios","45-54"
"07","15/11/2021","3","ios","Unknown"
"07","15/12/2021","1","ios","18-24"
"07","15/12/2021","2","ios","35-44"
"07","15/12/2021","2","ios","Unknown"
"07","15/12/2021","1","web","35-44"
"07","16/01/2022","1","android","25-34"
"07","16/01/2022","2","android","35-44"
"07","16/01/2022","1","android","Unknown"
"07","16/01/2022","1","ios","25-34"
"07","16/01/2022","2","ios","35-44"
"07","16/02/2021","1","ios","Unknown"
"07","16/03/2021","1","ios","35-44"
"07","16/03/2021","2","ios","45-54"
"07","16/04/2021","1","android","25-34"
"07","16/04/2021","1","android","35-44"
"07","16/04/2021","1","android","Unknown"
"07","16/04/2021","1","ios","25-34"
"07","16/04/2021","1","ios","35-44"
"07","16/05/2021","1","android","18-24"
"07","16/05/2021","2","android","35-44"
"07","16/05/2021","2","android","Unknown"
"07","16/05/2021","1","ios","35-44"
"07","16/05/2021","2","ios","Unknown"
"07","16/06/2021","1","ios","18-24"
"07","16/07/2021","1","android","35-44"
"07","16/07/2021","1","android","45-54"
"07","16/07/2021","1","ios","18-24"
"07","16/07/2021","1","web","25-34"
"07","16/08/2021","1","android","35-44"
"07","16/08/2021","1","android","Unknown"
"07","16/08/2021","2","ios","45-54"
"07","16/09/2021","1","ios","35-44"
"07","16/09/2021","1","ios","45-54"
"07","16/10/2021","1","android","25-34"
"07","16/10/2021","1","ios","18-24"
"07","16/10/2021","2","ios","35-44"
"07","16/10/2021","2","ios","Unknown"
"07","16/10/2021","1","web","18-24"
"07","16/11/2021","1","android","25-34"
"07","16/11/2021","1","android","45-54"
"07","16/11/2021","3","ios","Unknown"
"07","16/11/2021","1","web","35-44"
"07","16/12/2021","1","android","25-34"
"07","16/12/2021","1","android","45-54"
"07","16/12/2021","1","android","Unknown"
"07","16/12/2021","1","ios","35-44"
"07","16/12/2021","1","ios","45-54"
"07","17/01/2022","1","ios","18-24"
"07","17/01/2022","2","ios","35-44"
"07","17/01/2022","1","ios","Unknown"
"07","17/01/2022","1","web","25-34"
"07","17/02/2021","1","ios","18-24"
"07","17/02/2021","1","ios","Unknown"
"07","17/02/2022","1","ios","45-54"
"07","17/04/2021","1","ios","35-44"
"07","17/04/2021","1","web","18-24"
"07","17/05/2021","1","android","18-24"
"07","17/05/2021","1","ios","35-44"
"07","17/05/2021","1","ios","45-54"
"07","17/05/2021","2","ios","Unknown"
"07","17/05/2021","1","web","35-44"
"07","17/06/2021","1","android","35-44"
"07","17/07/2021","2","android","Unknown"
"07","17/07/2021","1","ios","18-24"
"07","17/07/2021","1","ios","35-44"
"07","17/07/2021","1","web","25-34"
"07","17/08/2021","2","android","Unknown"
"07","17/08/2021","2","ios","35-44"
"07","17/09/2021","2","ios","35-44"
"07","17/09/2021","2","ios","Unknown"
"07","17/10/2021","1","android","35-44"
"07","17/10/2021","1","android","Unknown"
"07","17/10/2021","1","ios","Unknown"
"07","17/10/2021","1","web","25-34"
"07","17/11/2021","1","ios","18-24"
"07","17/11/2021","1","ios","35-44"
"07","17/11/2021","1","ios","45-54"
"07","17/11/2021","1","web","35-44"
"07","17/12/2021","1","android","18-24"
"07","17/12/2021","1","android","Unknown"
"07","17/12/2021","1","ios","18-24"
"07","17/12/2021","1","ios","25-34"
"07","17/12/2021","2","ios","35-44"
"07","17/12/2021","2","ios","45-54"
"07","17/12/2021","1","web","18-24"
"07","17/12/2021","1","web","Unknown"
"07","18/01/2021","1","ios","45-54"
"07","18/01/2022","3","android","35-44"
"07","18/01/2022","1","android","Unknown"
"07","18/01/2022","1","ios","25-34"
"07","18/01/2022","2","ios","35-44"
"07","18/01/2022","1","ios","45-54"
"07","18/01/2022","2","ios","Unknown"
"07","18/02/2021","1","ios","18-24"
"07","18/02/2022","1","android","Unknown"
"07","18/02/2022","1","ios","35-44"
"07","18/03/2021","1","android","35-44"
"07","18/03/2021","1","ios","35-44"
"07","18/03/2021","1","ios","45-54"
"07","18/03/2021","1","ios","Unknown"
"07","18/04/2021","1","android","35-44"
"07","18/04/2021","1","android","Unknown"
"07","18/04/2021","1","ios","Unknown"
"07","18/05/2021","1","ios","35-44"
"07","18/06/2021","3","ios","35-44"
"07","18/06/2021","1","ios","Unknown"
"07","18/07/2021","1","android","25-34"
"07","18/07/2021","1","ios","18-24"
"07","18/07/2021","1","ios","25-34"
"07","18/07/2021","1","ios","45-54"
"07","18/07/2021","1","web","35-44"
"07","18/08/2021","1","android","Unknown"
"07","18/08/2021","1","ios","25-34"
"07","18/08/2021","1","ios","35-44"
"07","18/08/2021","1","web","Unknown"
"07","18/09/2021","1","android","25-34"
"07","18/09/2021","1","android","45-54"
"07","18/09/2021","1","android","Unknown"
"07","18/09/2021","2","ios","35-44"
"07","18/09/2021","3","ios","Unknown"
"07","18/09/2021","1","web","Unknown"
"07","18/10/2021","1","android","Unknown"
"07","18/10/2021","1","ios","18-24"
"07","18/10/2021","1","web","18-24"
"07","18/10/2021","1","web","35-44"
"07","18/10/2021","1","web","Unknown"
"07","18/11/2021","2","android","Unknown"
"07","18/11/2021","4","ios","Unknown"
"07","18/12/2021","1","android","25-34"
"07","18/12/2021","1","android","45-54"
"07","18/12/2021","1","ios","25-34"
"07","18/12/2021","3","ios","35-44"
"07","19/01/2021","1","ios","Unknown"
"07","19/01/2022","1","android","25-34"
"07","19/01/2022","2","ios","18-24"
"07","19/01/2022","2","ios","35-44"
"07","19/02/2021","1","ios","35-44"
"07","19/02/2021","1","ios","Unknown"
"07","19/02/2022","1","android","35-44"
"07","19/03/2021","1","android","25-34"
"07","19/03/2021","1","android","35-44"
"07","19/03/2021","2","ios","25-34"
"07","19/03/2021","2","ios","35-44"
"07","19/04/2021","1","android","18-24"
"07","19/04/2021","1","ios","Unknown"
"07","19/04/2021","1","web","35-44"
"07","19/05/2021","1","ios","18-24"
"07","19/05/2021","1","ios","25-34"
"07","19/05/2021","1","ios","35-44"
"07","19/05/2021","1","ios","45-54"
"07","19/05/2021","1","ios","Unknown"
"07","19/05/2021","1","web","25-34"
"07","19/05/2021","1","web","35-44"
"07","19/06/2021","1","ios","25-34"
"07","19/07/2021","1","android","Unknown"
"07","19/07/2021","1","ios","25-34"
"07","19/07/2021","1","ios","35-44"
"07","19/07/2021","1","ios","45-54"
"07","19/07/2021","1","ios","Unknown"
"07","19/08/2021","1","android","18-24"
"07","19/08/2021","1","android","25-34"
"07","19/08/2021","1","android","35-44"
"07","19/08/2021","1","android","45-54"
"07","19/08/2021","1","ios","25-34"
"07","19/09/2021","1","android","35-44"
"07","19/09/2021","1","android","Unknown"
"07","19/09/2021","1","ios","25-34"
"07","19/09/2021","1","ios","35-44"
"07","19/09/2021","1","ios","Unknown"
"07","19/09/2021","1","web","35-44"
"07","19/10/2021","2","android","18-24"
"07","19/10/2021","1","ios","25-34"
"07","19/10/2021","1","ios","Unknown"
"07","19/11/2021","1","android","18-24"
"07","19/11/2021","2","android","35-44"
"07","19/11/2021","2","ios","18-24"
"07","19/11/2021","1","ios","25-34"
"07","19/11/2021","2","ios","45-54"
"07","19/11/2021","2","ios","Unknown"
"07","19/11/2021","2","web","25-34"
"07","19/11/2021","1","web","35-44"
"07","19/11/2021","1","web","45-54"
"07","19/11/2021","1","web","Unknown"
"07","19/12/2021","1","android","18-24"
"07","19/12/2021","1","android","45-54"
"07","19/12/2021","1","ios","35-44"
"07","19/12/2021","1","ios","Unknown"
"07","20/01/2022","1","ios","18-24"
"07","20/01/2022","1","ios","35-44"
"07","20/01/2022","1","ios","45-54"
"07","20/01/2022","1","web","45-54"
"07","20/02/2021","1","android","18-24"
"07","20/02/2021","1","android","35-44"
"07","20/02/2021","1","ios","Unknown"
"07","20/04/2021","2","android","35-44"
"07","20/04/2021","2","ios","35-44"
"07","20/04/2021","1","ios","Unknown"
"07","20/05/2021","2","android","18-24"
"07","20/05/2021","1","ios","18-24"
"07","20/05/2021","1","ios","25-34"
"07","20/06/2021","1","android","25-34"
"07","20/06/2021","1","android","35-44"
"07","20/06/2021","1","android","Unknown"
"07","20/06/2021","3","ios","Unknown"
"07","20/06/2021","1","web","Unknown"
"07","20/07/2021","1","android","18-24"
"07","20/07/2021","1","ios","18-24"
"07","20/07/2021","1","ios","35-44"
"07","20/08/2021","1","android","35-44"
"07","20/08/2021","2","android","Unknown"
"07","20/08/2021","1","ios","Unknown"
"07","20/08/2021","1","web","Unknown"
"07","20/09/2021","1","ios","25-34"
"07","20/09/2021","1","ios","35-44"
"07","20/10/2021","3","android","25-34"
"07","20/10/2021","1","ios","45-54"
"07","20/10/2021","2","ios","Unknown"
"07","20/10/2021","1","web","Unknown"
"07","20/11/2021","1","android","Unknown"
"07","20/11/2021","1","ios","25-34"
"07","20/11/2021","1","ios","35-44"
"07","20/11/2021","2","ios","Unknown"
"07","20/11/2021","1","web","Unknown"
"07","20/12/2021","1","android","18-24"
"07","20/12/2021","2","ios","18-24"
"07","20/12/2021","2","ios","35-44"
"07","20/12/2021","4","ios","Unknown"
"07","21/01/2021","1","android","Unknown"
"07","21/01/2022","1","android","25-34"
"07","21/01/2022","1","android","35-44"
"07","21/01/2022","1","ios","35-44"
"07","21/01/2022","1","ios","45-54"
"07","21/02/2021","1","ios","Unknown"
"07","21/02/2022","1","ios","Unknown"
"07","21/03/2021","1","ios","18-24"
"07","21/03/2021","1","ios","35-44"
"07","21/04/2021","1","ios","Unknown"
"07","21/05/2021","1","ios","18-24"
"07","21/05/2021","1","ios","25-34"
"07","21/05/2021","1","web","35-44"
"07","21/06/2021","1","android","18-24"
"07","21/06/2021","1","android","35-44"
"07","21/06/2021","1","ios","18-24"
"07","21/06/2021","1","ios","35-44"
"07","21/06/2021","1","ios","45-54"
"07","21/07/2021","1","android","18-24"
"07","21/07/2021","1","android","35-44"
"07","21/07/2021","1","android","Unknown"
"07","21/07/2021","1","ios","35-44"
"07","21/07/2021","3","ios","Unknown"
"07","21/08/2021","1","ios","25-34"
"07","21/08/2021","2","ios","35-44"
"07","21/08/2021","1","web","18-24"
"07","21/09/2021","3","ios","25-34"
"07","21/09/2021","1","ios","Unknown"
"07","21/09/2021","1","web","45-54"
"07","21/10/2021","1","android","25-34"
"07","21/10/2021","3","android","35-44"
"07","21/10/2021","1","web","25-34"
"07","21/11/2021","1","android","25-34"
"07","21/11/2021","1","ios","25-34"
"07","21/11/2021","1","ios","35-44"
"07","21/11/2021","1","ios","45-54"
"07","21/11/2021","1","ios","Unknown"
"07","21/11/2021","1","web","35-44"
"07","21/12/2021","1","ios","25-34"
"07","21/12/2021","1","web","25-34"
"07","22/01/2022","1","android","25-34"
"07","22/01/2022","1","android","Unknown"
"07","22/01/2022","1","ios","Unknown"
"07","22/01/2022","2","web","35-44"
"07","22/02/2021","1","web","Unknown"
"07","22/03/2021","1","ios","25-34"
"07","22/03/2021","1","ios","35-44"
"07","22/04/2021","1","ios","35-44"
"07","22/04/2021","1","web","Unknown"
"07","22/05/2021","1","android","Unknown"
"07","22/05/2021","1","ios","25-34"
"07","22/06/2021","1","android","25-34"
"07","22/06/2021","1","ios","18-24"
"07","22/06/2021","2","ios","25-34"
"07","22/06/2021","2","ios","35-44"
"07","22/07/2021","1","android","Unknown"
"07","22/07/2021","1","ios","25-34"
"07","22/07/2021","1","ios","45-54"
"07","22/08/2021","1","android","35-44"
"07","22/08/2021","1","android","Unknown"
"07","22/08/2021","1","ios","18-24"
"07","22/08/2021","1","web","Unknown"
"07","22/09/2021","1","ios","35-44"
"07","22/10/2021","2","android","18-24"
"07","22/10/2021","2","android","35-44"
"07","22/10/2021","1","android","45-54"
"07","22/10/2021","1","ios","35-44"
"07","22/10/2021","1","ios","45-54"
"07","22/10/2021","2","ios","Unknown"
"07","22/11/2021","1","ios","25-34"
"07","22/11/2021","1","ios","35-44"
"07","22/11/2021","2","ios","Unknown"
"07","22/11/2021","1","web","25-34"
"07","22/11/2021","1","web","35-44"
"07","22/12/2021","1","android","25-34"
"07","22/12/2021","2","android","Unknown"
"07","22/12/2021","1","ios","18-24"
"07","22/12/2021","2","ios","25-34"
"07","22/12/2021","1","ios","45-54"
"07","23/01/2022","1","ios","35-44"
"07","23/01/2022","1","web","Unknown"
"07","23/02/2021","1","android","25-34"
"07","23/02/2021","1","android","Unknown"
"07","23/02/2021","1","ios","25-34"
"07","23/02/2022","1","ios","18-24"
"07","23/03/2021","2","android","35-44"
"07","23/04/2021","1","ios","Unknown"
"07","23/05/2021","1","android","Unknown"
"07","23/05/2021","2","ios","25-34"
"07","23/05/2021","1","web","35-44"
"07","23/06/2021","1","android","Unknown"
"07","23/06/2021","1","ios","Unknown"
"07","23/07/2021","1","android","35-44"
"07","23/07/2021","1","android","Unknown"
"07","23/07/2021","2","ios","25-34"
"07","23/07/2021","3","ios","35-44"
"07","23/07/2021","1","ios","45-54"
"07","23/07/2021","2","ios","Unknown"
"07","23/08/2021","1","android","25-34"
"07","23/08/2021","4","android","35-44"
"07","23/08/2021","1","android","Unknown"
"07","23/08/2021","1","ios","35-44"
"07","23/08/2021","1","web","25-34"
"07","23/09/2021","2","android","Unknown"
"07","23/09/2021","1","ios","25-34"
"07","23/09/2021","2","ios","Unknown"
"07","23/09/2021","2","web","25-34"
"07","23/10/2021","1","android","Unknown"
"07","23/10/2021","2","ios","25-34"
"07","23/10/2021","2","ios","35-44"
"07","23/10/2021","3","ios","Unknown"
"07","23/11/2021","2","android","45-54"
"07","23/11/2021","2","ios","18-24"
"07","23/11/2021","2","ios","25-34"
"07","23/11/2021","1","ios","35-44"
"07","23/11/2021","1","ios","45-54"
"07","23/11/2021","2","ios","Unknown"
"07","23/11/2021","1","web","35-44"
"07","23/12/2021","1","ios","25-34"
"07","23/12/2021","2","ios","35-44"
"07","23/12/2021","2","ios","45-54"
"07","23/12/2021","2","ios","Unknown"
"07","24/01/2021","1","android","Unknown"
"07","24/01/2022","1","ios","25-34"
"07","24/01/2022","1","ios","35-44"
"07","24/02/2021","1","ios","25-34"
"07","24/02/2022","1","ios","35-44"
"07","24/02/2022","1","ios","Unknown"
"07","24/03/2021","1","android","45-54"
"07","24/03/2021","1","ios","45-54"
"07","24/04/2021","1","android","Unknown"
"07","24/04/2021","1","web","25-34"
"07","24/05/2021","1","android","45-54"
"07","24/05/2021","1","android","Unknown"
"07","24/05/2021","1","ios","18-24"
"07","24/05/2021","1","web","18-24"
"07","24/07/2021","1","android","35-44"
"07","24/07/2021","1","android","Unknown"
"07","24/07/2021","2","ios","35-44"
"07","24/08/2021","1","android","18-24"
"07","24/08/2021","3","ios","Unknown"
"07","24/09/2021","1","android","35-44"
"07","24/09/2021","1","ios","25-34"
"07","24/09/2021","1","ios","45-54"
"07","24/09/2021","1","web","Unknown"
"07","24/10/2021","2","ios","18-24"
"07","24/10/2021","1","ios","Unknown"
"07","24/11/2021","1","ios","18-24"
"07","24/11/2021","1","ios","25-34"
"07","24/11/2021","1","ios","35-44"
"07","24/11/2021","1","ios","45-54"
"07","24/11/2021","3","ios","Unknown"
"07","24/11/2021","1","web","25-34"
"07","24/12/2021","1","android","35-44"
"07","24/12/2021","2","ios","25-34"
"07","24/12/2021","3","ios","35-44"
"07","24/12/2021","3","ios","Unknown"
"07","25/01/2021","1","android","Unknown"
"07","25/01/2022","2","android","35-44"
"07","25/01/2022","1","ios","25-34"
"07","25/01/2022","2","ios","Unknown"
"07","25/03/2021","1","web","Unknown"
"07","25/04/2021","1","ios","18-24"
"07","25/04/2021","1","ios","25-34"
"07","25/05/2021","1","android","25-34"
"07","25/06/2021","1","ios","25-34"
"07","25/07/2021","2","ios","25-34"
"07","25/07/2021","1","ios","45-54"
"07","25/07/2021","4","ios","Unknown"
"07","25/08/2021","1","android","35-44"
"07","25/08/2021","1","web","Unknown"
"07","25/09/2021","1","android","35-44"
"07","25/09/2021","1","android","Unknown"
"07","25/09/2021","1","ios","25-34"
"07","25/09/2021","1","ios","35-44"
"07","25/09/2021","1","ios","45-54"
"07","25/09/2021","1","ios","Unknown"
"07","25/10/2021","1","android","25-34"
"07","25/10/2021","4","ios","25-34"
"07","25/10/2021","1","ios","Unknown"
"07","25/11/2021","1","ios","18-24"
"07","25/11/2021","1","ios","25-34"
"07","25/11/2021","1","ios","35-44"
"07","25/11/2021","1","ios","Unknown"
"07","25/11/2021","1","web","35-44"
"07","25/11/2021","1","web","Unknown"
"07","25/12/2021","1","android","18-24"
"07","25/12/2021","2","android","35-44"
"07","25/12/2021","2","android","Unknown"
"07","25/12/2021","2","ios","25-34"
"07","25/12/2021","1","ios","35-44"
"07","25/12/2021","1","ios","45-54"
"07","25/12/2021","2","ios","Unknown"
"07","26/01/2022","1","android","35-44"
"07","26/01/2022","1","ios","18-24"
"07","26/01/2022","1","web","35-44"
"07","26/02/2021","1","android","25-34"
"07","26/02/2021","2","ios","35-44"
"07","26/02/2021","2","ios","Unknown"
"07","26/02/2022","2","ios","25-34"
"07","26/02/2022","2","ios","35-44"
"07","26/03/2021","1","android","Unknown"
"07","26/04/2021","2","android","35-44"
"07","26/05/2021","1","ios","18-24"
"07","26/05/2021","1","web","35-44"
"07","26/06/2021","2","ios","35-44"
"07","26/06/2021","1","ios","Unknown"
"07","26/07/2021","1","android","18-24"
"07","26/07/2021","1","ios","25-34"
"07","26/07/2021","1","ios","35-44"
"07","26/07/2021","2","ios","Unknown"
"07","26/08/2021","1","android","25-34"
"07","26/08/2021","1","android","35-44"
"07","26/08/2021","1","ios","18-24"
"07","26/08/2021","1","ios","25-34"
"07","26/08/2021","3","ios","Unknown"
"07","26/08/2021","1","web","18-24"
"07","26/08/2021","1","web","Unknown"
"07","26/09/2021","1","android","Unknown"
"07","26/09/2021","1","ios","18-24"
"07","26/09/2021","1","ios","25-34"
"07","26/09/2021","1","ios","35-44"
"07","26/09/2021","2","ios","Unknown"
"07","26/10/2021","1","android","18-24"
"07","26/10/2021","1","android","35-44"
"07","26/10/2021","2","ios","35-44"
"07","26/10/2021","1","ios","Unknown"
"07","26/11/2021","2","android","18-24"
"07","26/11/2021","1","android","35-44"
"07","26/11/2021","1","ios","18-24"
"07","26/11/2021","2","ios","45-54"
"07","26/11/2021","2","ios","Unknown"
"07","26/12/2021","2","android","25-34"
"07","26/12/2021","1","android","35-44"
"07","26/12/2021","1","ios","35-44"
"07","26/12/2021","1","ios","45-54"
"07","26/12/2021","2","ios","Unknown"
"07","27/01/2021","1","android","18-24"
"07","27/01/2021","1","ios","45-54"
"07","27/01/2022","1","android","25-34"
"07","27/01/2022","1","ios","25-34"
"07","27/01/2022","1","ios","35-44"
"07","27/01/2022","1","ios","45-54"
"07","27/01/2022","1","web","18-24"
"07","27/01/2022","1","web","25-34"
"07","27/02/2021","1","android","18-24"
"07","27/02/2021","1","ios","35-44"
"07","27/02/2022","2","ios","35-44"
"07","27/02/2022","1","ios","Unknown"
"07","27/03/2021","1","android","25-34"
"07","27/03/2021","1","ios","35-44"
"07","27/03/2021","2","ios","Unknown"
"07","27/04/2021","1","android","Unknown"
"07","27/05/2021","2","ios","Unknown"
"07","27/06/2021","1","ios","35-44"
"07","27/06/2021","1","ios","45-54"
"07","27/06/2021","1","ios","Unknown"
"07","27/07/2021","1","android","45-54"
"07","27/07/2021","1","ios","18-24"
"07","27/07/2021","3","ios","25-34"
"07","27/07/2021","1","ios","35-44"
"07","27/07/2021","1","ios","45-54"
"07","27/07/2021","1","ios","Unknown"
"07","27/08/2021","1","ios","35-44"
"07","27/09/2021","2","android","35-44"
"07","27/09/2021","1","android","Unknown"
"07","27/09/2021","1","ios","18-24"
"07","27/09/2021","3","ios","35-44"
"07","27/09/2021","2","ios","Unknown"
"07","27/09/2021","1","web","45-54"
"07","27/10/2021","1","android","35-44"
"07","27/10/2021","1","android","Unknown"
"07","27/10/2021","5","ios","35-44"
"07","27/10/2021","1","ios","Unknown"
"07","27/11/2021","1","android","25-34"
"07","27/11/2021","1","android","35-44"
"07","27/11/2021","1","ios","35-44"
"07","27/11/2021","1","ios","45-54"
"07","27/11/2021","1","web","35-44"
"07","27/12/2021","2","android","35-44"
"07","27/12/2021","1","android","Unknown"
"07","27/12/2021","2","ios","35-44"
"07","27/12/2021","1","ios","45-54"
"07","28/01/2021","1","ios","45-54"
"07","28/01/2022","1","android","35-44"
"07","28/01/2022","1","ios","18-24"
"07","28/02/2021","1","android","18-24"
"07","28/03/2021","1","ios","35-44"
"07","28/04/2021","5","ios","Unknown"
"07","28/05/2021","1","android","35-44"
"07","28/05/2021","1","android","45-54"
"07","28/05/2021","1","ios","25-34"
"07","28/05/2021","1","web","35-44"
"07","28/06/2021","1","android","25-34"
"07","28/06/2021","1","android","35-44"
"07","28/06/2021","1","android","45-54"
"07","28/06/2021","3","ios","25-34"
"07","28/06/2021","2","ios","35-44"
"07","28/06/2021","2","ios","Unknown"
"07","28/07/2021","1","ios","25-34"
"07","28/07/2021","2","ios","35-44"
"07","28/07/2021","1","ios","45-54"
"07","28/08/2021","1","android","25-34"
"07","28/08/2021","1","ios","18-24"
"07","28/08/2021","1","ios","35-44"
"07","28/08/2021","1","ios","45-54"
"07","28/08/2021","1","web","18-24"
"07","28/09/2021","1","android","35-44"
"07","28/09/2021","2","android","Unknown"
"07","28/09/2021","1","ios","25-34"
"07","28/09/2021","1","ios","45-54"
"07","28/09/2021","1","web","25-34"
"07","28/10/2021","1","android","45-54"
"07","28/10/2021","2","android","Unknown"
"07","28/10/2021","3","ios","25-34"
"07","28/10/2021","1","ios","35-44"
"07","28/10/2021","2","ios","Unknown"
"07","28/11/2021","1","android","35-44"
"07","28/11/2021","1","ios","18-24"
"07","28/11/2021","2","ios","Unknown"
"07","28/12/2021","1","android","35-44"
"07","28/12/2021","2","ios","25-34"
"07","28/12/2021","1","ios","35-44"
"07","28/12/2021","1","ios","Unknown"
"07","29/01/2021","1","android","25-34"
"07","29/01/2022","1","ios","25-34"
"07","29/01/2022","1","ios","35-44"
"07","29/01/2022","1","ios","Unknown"
"07","29/03/2021","1","android","35-44"
"07","29/03/2021","1","ios","25-34"
"07","29/03/2021","1","ios","45-54"
"07","29/04/2021","2","ios","25-34"
"07","29/04/2021","2","ios","Unknown"
"07","29/05/2021","1","android","35-44"
"07","29/05/2021","1","ios","25-34"
"07","29/05/2021","1","web","35-44"
"07","29/06/2021","1","android","35-44"
"07","29/06/2021","1","ios","35-44"
"07","29/07/2021","1","ios","18-24"
"07","29/07/2021","1","ios","25-34"
"07","29/07/2021","2","ios","45-54"
"07","29/07/2021","1","web","Unknown"
"07","29/08/2021","2","android","35-44"
"07","29/08/2021","1","ios","35-44"
"07","29/08/2021","1","ios","45-54"
"07","29/08/2021","2","ios","Unknown"
"07","29/08/2021","1","web","35-44"
"07","29/09/2021","1","android","18-24"
"07","29/09/2021","1","android","35-44"
"07","29/09/2021","1","ios","25-34"
"07","29/10/2021","1","android","18-24"
"07","29/10/2021","2","ios","25-34"
"07","29/10/2021","1","ios","35-44"
"07","29/10/2021","1","ios","45-54"
"07","29/10/2021","1","ios","Unknown"
"07","29/10/2021","1","web","35-44"
"07","29/11/2021","1","android","25-34"
"07","29/11/2021","1","ios","35-44"
"07","29/11/2021","2","ios","45-54"
"07","29/11/2021","1","web","35-44"
"07","29/12/2021","1","android","35-44"
"07","29/12/2021","1","ios","25-34"
"07","29/12/2021","2","ios","35-44"
"07","29/12/2021","1","ios","Unknown"
"07","29/12/2021","1","web","18-24"
"07","29/12/2021","1","web","45-54"
"07","30/01/2021","1","ios","Unknown"
"07","30/01/2022","1","ios","35-44"
"07","30/01/2022","1","ios","Unknown"
"07","30/03/2021","1","android","25-34"
"07","30/03/2021","1","ios","45-54"
"07","30/04/2021","1","android","35-44"
"07","30/05/2021","1","android","Unknown"
"07","30/05/2021","1","ios","25-34"
"07","30/05/2021","1","ios","45-54"
"07","30/05/2021","1","ios","Unknown"
"07","30/06/2021","1","android","Unknown"
"07","30/06/2021","1","ios","18-24"
"07","30/07/2021","1","android","25-34"
"07","30/07/2021","2","ios","35-44"
"07","30/07/2021","1","ios","Unknown"
"07","30/08/2021","2","android","35-44"
"07","30/08/2021","1","android","Unknown"
"07","30/08/2021","1","ios","25-34"
"07","30/08/2021","1","ios","35-44"
"07","30/09/2021","1","android","25-34"
"07","30/09/2021","1","android","Unknown"
"07","30/09/2021","1","ios","35-44"
"07","30/09/2021","1","ios","45-54"
"07","30/09/2021","1","web","18-24"
"07","30/09/2021","1","web","35-44"
"07","30/10/2021","1","android","25-34"
"07","30/10/2021","1","android","35-44"
"07","30/10/2021","1","ios","18-24"
"07","30/10/2021","1","ios","Unknown"
"07","30/10/2021","2","web","35-44"
"07","30/11/2021","1","android","25-34"
"07","30/11/2021","2","android","35-44"
"07","30/11/2021","1","ios","25-34"
"07","30/11/2021","1","ios","35-44"
"07","30/11/2021","1","ios","Unknown"
"07","30/12/2021","1","android","18-24"
"07","30/12/2021","1","android","35-44"
"07","30/12/2021","1","android","Unknown"
"07","30/12/2021","1","ios","18-24"
"07","30/12/2021","1","ios","25-34"
"07","30/12/2021","1","ios","35-44"
"07","30/12/2021","1","ios","Unknown"
"07","31/01/2021","1","ios","35-44"
"07","31/01/2022","1","ios","18-24"
"07","31/01/2022","1","ios","Unknown"
"07","31/03/2021","1","android","45-54"
"07","31/03/2021","1","ios","35-44"
"07","31/05/2021","1","android","18-24"
"07","31/05/2021","1","ios","35-44"
"07","31/07/2021","1","android","25-34"
"07","31/07/2021","1","ios","35-44"
"07","31/07/2021","1","ios","Unknown"
"07","31/07/2021","1","web","18-24"
"07","31/07/2021","1","web","25-34"
"07","31/08/2021","1","android","35-44"
"07","31/08/2021","1","ios","Unknown"
"07","31/10/2021","1","android","18-24"
"07","31/10/2021","1","ios","25-34"
"07","31/10/2021","1","ios","35-44"
"07","31/10/2021","1","ios","Unknown"
"07","31/12/2021","1","android","35-44"
"07","31/12/2021","1","android","45-54"
"07","31/12/2021","1","android","Unknown"
"07","31/12/2021","1","ios","25-34"
"07","31/12/2021","1","ios","45-54"
"07","31/12/2021","3","ios","Unknown"
"07","31/12/2021","1","web","35-44"
"08","01/01/2022","7","android","18-24"
"08","01/01/2022","18","android","25-34"
"08","01/01/2022","23","android","35-44"
"08","01/01/2022","6","android","45-54"
"08","01/01/2022","28","android","Unknown"
"08","01/01/2022","14","ios","18-24"
"08","01/01/2022","27","ios","25-34"
"08","01/01/2022","50","ios","35-44"
"08","01/01/2022","17","ios","45-54"
"08","01/01/2022","49","ios","Unknown"
"08","01/01/2022","1","web","18-24"
"08","01/01/2022","2","web","25-34"
"08","01/01/2022","7","web","35-44"
"08","01/01/2022","3","web","Unknown"
"08","01/02/2021","2","android","18-24"
"08","01/02/2021","1","android","25-34"
"08","01/02/2021","3","android","35-44"
"08","01/02/2021","5","android","45-54"
"08","01/02/2021","2","android","Unknown"
"08","01/02/2021","4","ios","18-24"
"08","01/02/2021","8","ios","25-34"
"08","01/02/2021","5","ios","35-44"
"08","01/02/2021","2","ios","45-54"
"08","01/02/2021","3","ios","Unknown"
"08","01/02/2021","1","web","18-24"
"08","01/02/2021","1","web","35-44"
